					5G v 5G								4G v 4G								5G v 4G								4G v 5G								
J	P	Name	Team	GP	TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		
12	R	ALEX CHIASSON	dal	79	852	-2.9	-2.9	-0.7	-0.1	-1.1	-4.8		19	-0.4	-0.4	0.0	0.1	0.2	-0.1		243	30.9	7.5	-1.2	-1.0	-2.1	3.2		39	-4.9	-1.1	-0.1	-0.0	0.2	-1.1		
13	L	RAY WHITNEY	dal	70	738	0.5	0.5	-1.0	-0.6	-0.7	-1.8		16	-0.8	-0.8	-0.1	0.0	0.3	-0.6		188	20.3	2.2	-0.1	-0.6	-1.6	-0.1		0	0.0	0.1	-0.0	0.0	0.0	0.0		
14	L	JAMIE BENN	dal	81	1094	11.7	11.7	-1.0	1.8	-3.7	8.8		55	-1.0	-1.0	0.2	0.2	0.6	0.0		276	33.7	7.1	-1.3	-0.9	-2.6	2.2		54	-3.8	1.4	-0.7	-0.1	0.3	1.0		
16	C	RYAN GARBUTT	dal	75	862	2.2	2.2	1.5	0.9	-2.0	2.5		7	0.0	0.0	0.0	-0.1	0.1	0.1		5	0.2	-0.3	0.4	0.0	-0.0	0.1		95	-6.8	2.4	-0.5	0.4	0.3	2.5		
17	C	RICH PEVERLEY	dal	63	715	-1.4	-1.4	-0.6	0.2	-1.6	-3.4		21	-1.3	-1.3	0.1	0.0	0.2	-1.0		124	11.1	-0.9	0.2	-0.2	-0.7	-1.5		69	-7.6	-0.9	-0.2	0.3	0.4	-0.4		
18	C	CHRIS MUELLER	dal	9	79	0.2	0.2	-0.1	-0.3	-0.1	-0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.1	0.1	-0.1	-0.0	-0.1		2	-0.3	-0.1	-0.0	0.0	0.0	-0.1		
20	C	CODY EAKIN	dal	81	1042	1.1	1.1	0.7	0.6	-1.7	0.7		46	-0.7	-0.7	0.1	-0.1	0.6	-0.1		154	13.7	-1.1	0.6	-0.3	-0.5	-1.2		111	-10.3	0.4	-0.2	0.4	0.4	1.0		
21	L	ANTOINE ROUSSEL	dal	81	923	3.7	3.6	1.8	0.4	-2.1	3.8		12	0.2	0.2	-0.1	-0.0	0.2	0.3		11	0.2	-0.9	0.5	-0.0	-0.1	-0.5		134	-15.9	-3.0	1.2	0.7	0.5	-0.6		
22	C	COLTON SCEVIOUR	dal	25	307	0.9	0.9	0.3	-0.4	-0.3	0.5		5	0.0	0.0	-0.0	-0.1	0.1	-0.0		44	4.7	0.4	0.3	0.1	-0.2	0.6		5	-0.6	-0.1	-0.1	0.1	0.1	-0.1		
23	D	KEVIN CONNAUTON	dal	37	514	-2.1	-2.1	-0.8	-0.4	-0.9	-4.1		17	0.3	0.3	-0.1	-0.1	0.2	0.3		24	2.5	0.2	0.0	0.1	-0.0	0.3		5	-1.7	-1.1	-0.1	-0.0	0.1	-1.1		
24	D	JORDIE BENN	dal	78	1253	4.7	4.7	0.1	0.4	-2.8	2.4		47	-0.1	-0.1	0.0	-0.1	0.6	0.4		42	4.1	0.0	0.5	-0.1	-0.1	0.3		113	-11.4	-0.5	-0.3	0.6	0.3	0.1		
27	D	AARON ROME	dal	25	300	0.1	0.1	-0.2	-0.3	-0.5	-0.9		2	0.3	0.3	-0.1	0.0	0.0	0.2		0	0.2	0.1	0.1	-0.0	0.0	0.1		21	-1.8	0.3	-0.4	0.1	0.1	0.1		
28	L	LANE MACDERMID	dal	6	35	0.8	0.8	0.0	-0.4	-0.1	0.4		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
33	D	ALEX GOLIGOSKI	dal	81	1362	4.3	4.3	1.2	1.5	-3.6	3.4		73	-2.4	-2.4	0.1	-0.1	0.9	-1.6		251	29.2	5.0	-0.9	-0.6	-2.3	1.2		186	-17.0	0.9	0.7	0.5	0.5	2.7		
36	D	CAMERON GAUNCE	dal	9	115	0.5	0.5	-0.4	-0.0	-0.1	-0.0		3	-0.4	-0.4	0.0	0.0	0.0	-0.3		0	-0.0	-0.1	-0.0	0.0	-0.0	-0.1		8	-0.9	-0.1	-0.1	0.1	0.1	0.0		
37	D	PATRIK NEMETH	dal	7	88	0.8	0.8	0.1	-0.0	-0.1	0.8		3	0.1	0.1	-0.0	0.0	0.0	0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		5	-0.4	0.1	-0.0	0.1	0.0	0.1		
38	L	VERNON FIDDLER	dal	76	812	-0.4	-0.4	1.4	-0.4	-1.6	-1.0		14	-0.7	-0.7	0.0	-0.1	0.2	-0.6		13	0.9	-0.4	0.5	0.1	-0.1	0.1		145	-17.1	-3.1	1.2	0.6	0.4	-0.9		
39	C	TRAVIS MORIN	dal	4	41	-0.0	-0.0	0.0	-0.3	-0.1	-0.4		0	0.0	-0.0	-0.0	0.0	0.0	0.0		0	-0.0	-0.0	0.0	0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
43	R	VALERI NICHUSHKIN	dal	79	1026	7.9	7.9	-0.8	0.7	-3.3	4.5		23	0.4	0.4	0.0	-0.0	0.3	0.7		91	8.2	-0.6	0.8	-0.2	-0.3	-0.3		1	0.0	0.1	-0.0	-0.0	0.0	0.1		
55	D	SERGEI GONCHAR	dal	76	1082	0.8	0.8	-1.4	-1.5	-1.9	-4.0		37	0.3	0.3	-0.2	-0.2	0.4	0.3		172	17.1	0.5	0.6	-0.8	-0.7	-0.4		15	-2.1	-0.6	-0.4	-0.1	0.1	-1.0		
72	L	ERIK COLE	dal	75	893	-0.5	-0.5	-0.5	-0.7	-1.5	-3.1		21	-0.3	-0.3	-0.0	-0.0	0.3	-0.0		179	18.3	1.0	-0.3	-0.6	-1.4	-1.3		4	-0.5	-0.1	-0.2	-0.1	0.0	-0.3		
73	D	MAXIME FORTUNUS	dal	1	17	0.1	0.1	-0.0	0.1	-0.0	0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	-0.1	-0.1	0.0	0.0	0.0	-0.1		0	-0.3	-0.2	0.0	0.0	-0.0	-0.2		
91	C	TYLER SEGUIN	dal	80	1134	9.5	9.5	-1.1	1.9	-4.2	6.0		58	-0.6	-0.6	0.1	0.2	0.7	0.3		282	33.8	6.6	-1.2	-1.0	-2.7	1.7		2	-0.4	-0.2	-0.2	-0.1	0.0	-0.4		
2	D	BRENDAN SMITH	det	71	1181	2.0	2.0	-0.1	-0.3	0.5	2.0		49	-0.4	-0.4	0.1	0.1	-0.3	-0.5		12	0.3	-0.9	0.1	-0.0	0.1	-0.6		50	-3.9	1.0	-0.1	0.0	-0.5	0.4		
4	D	JAKUB KINDL	det	66	971	-0.8	-0.8	-0.8	-2.0	0.7	-2.8		33	-0.5	-0.5	-0.1	-0.1	-0.1	-0.7		128	11.2	-1.1	0.2	-0.1	0.5	-0.5		5	-0.1	0.5	-0.2	-0.1	-0.1	0.1		
8	L	JUSTIN ABDELKADER	det	70	957	-2.6	-2.6	0.3	0.3	-0.7	-2.7		9	-0.3	-0.3	0.0	-0.1	-0.0	-0.4		55	4.9	-0.4	0.1	-0.4	0.0	-0.7		45	-3.4	1.0	-0.4	-0.3	-0.4	-0.0		
11	R	DANIEL ALFREDSSON	det	68	866	3.5	3.5	-0.4	-0.4	0.6	3.2		38	-0.0	-0.0	-0.1	-0.3	-0.2	-0.6		204	23.1	3.4	-0.8	-1.0	-0.4	1.2		11	0.1	1.1	-0.1	-0.1	-0.2	0.7		
13	C	PAVEL DATSYUK	det	45	671	4.2	4.2	-0.8	-0.0	-0.4	3.0		34	0.5	0.5	-0.1	0.2	-0.2	0.4		126	15.6	3.5	-0.7	-0.5	-0.3	1.9		24	-1.6	0.7	0.0	-0.0	-0.1	0.5		
14	C	GUSTAV NYQUIST	det	57	728	5.9	5.9	0.1	0.6	-0.5	6.1		28	-0.2	-0.2	0.1	-0.0	-0.2	-0.4		170	15.7	-0.6	-0.1	-1.0	-0.0	-1.8		0	0.0	0.1	0.0	-0.0	-0.0	0.1		
15	C	RILEY SHEAHAN	det	42	490	1.1	1.1	-1.2	-0.2	-0.1	-0.4		23	0.7	0.7	0.0	-0.1	-0.1	0.5		89	7.9	-0.6	-0.0	-0.2	0.8	-0.1		1	0.0	0.2	-0.1	-0.0	-0.0	0.0		
17	R	PATRICK EAVES	det	25	240	-3.2	-3.2	-0.0	0.0	0.6	-2.6		0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0		25	3.1	0.7	-0.0	-0.0	0.1	0.8		24	-1.2	1.3	0.2	0.1	-0.1	1.4		
17	C	DAVID LEGWAND	det	21	273	-1.1	-1.1	0.4	0.0	-0.3	-0.9		7	-0.4	-0.4	0.1	-0.0	-0.0	-0.4		48	4.2	-0.5	-0.1	-0.3	0.1	-0.9		2	-0.3	-0.1	-0.0	-0.0	-0.0	-0.1		
18	C	JOAKIM ANDERSSON	det	65	706	2.2	2.2	0.8	-1.0	0.3	2.4		10	-0.0	-0.0	0.2	-0.0	-0.1	0.1		14	0.6	-0.8	0.2	-0.2	0.2	-0.6		168	-18.3	-2.1	0.2	0.5	-0.4	-1.9		
20	L	DREW MILLER	det	82	896	2.2	2.2	1.3	-0.8	1.2	3.9		11	-0.7	-0.7	0.1	-0.1	-0.0	-0.7		6	0.3	-0.3	0.1	-0.1	0.1	-0.2		237	-26.4	-3.6	0.6	0.9	-0.4	-2.5		
21	C	TOMAS TATAR	det	73	852	6.6	6.6	-1.2	-0.5	0.3	5.2		26	0.0	0.0	0.0	-0.0	-0.1	-0.1		155	15.7	0.8	-0.1	-0.6	1.1	1.2		0	0.0	0.0	0.0	0.0	0.0	0.0		
22	R	JORDIN TOOTOO	det	11	75	-1.5	-1.5	-0.1	-0.2	0.1	-1.8		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
23	D	BRIAN LASHOFF	det	75	914	-2.7	-2.7	-1.1	-1.6	0.6	-4.7		9	-0.5	-0.5	0.0	-0.1	0.0	-0.5		0	0.0	-0.1	0.0	0.0	0.0	-0.0		168	-14.9	1.2	0.4	0.2	-1.1	0.8		
25	C	CORY EMMERTON	det	18	132	-0.2	-0.2	0.3	-0.2	0.2	0.1		0	0.0	-0.0	0.0	-0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		21	-2.0	0.1	-0.2	0.2	-0.1	-0.1		
26	R	TOMAS JURCO	det	36	408	-0.8	-0.8	-1.3	-0.3	-0.2	-2.5		5	0.4	0.4	-0.0	-0.0	-0.0	0.4		70	5.0	-1.7	-0.1	-0.2	0.4	-1.6		1	0.0	0.2	-0.1	-0.0	-0.0	0.0		
27	D	KYLE QUINCEY	det	82	1413	1.2	1.2	0.4	-0.2	0.3	1.6		54	0.2	0.2	0.1	-0.2	-0.1	-0.0		24	1.2	-1.2	0.4	-0.1	0.2	-0.8		187	-15.7	2.4	0.1	0.6	-1.1	2.0		
29	C	LANDON FERRARO	det	4	33	-0.9	-0.9	-0.0	-0.0	0.0	-0.9		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.1	-0.0	0.0	0.0		5	-0.3	0.2	-0.0	0.1	-0.0	0.2		
37	R	MIKAEL SAMUELSSON	det	26	200	0.6	0.6	0.2	-0.4	0.3	0.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		60	4.3	-1.5	0.1	-0.1	0.0	-1.4		0	0.0	0.0	0.0	0.0	0.0	0.0		
40	L	HENRIK ZETTERBERG	det	45	682	5.7	5.7	0.5	1.0	-0.6	6.7		33	-0.2	-0.2	0.0	0.0	-0.1	-0.3		140	16.7	3.1	-0.8	-0.5	-0.4	1.4		17	-1.0	0.7	-0.1	0.1	-0.1	0.5		
41	C	LUKE GLENDENING	det	56	625	-4.8	-4.8	0.4	-0.3	1.0	-3.8		11	-0.1	-0.1	0.1	-0.1	0.0	-0.0		5	0.3	-0.3	0.3	-0.0	0.1	0.1		146	-16.0	-1.9	0.6	0.8	-0.4	-0.9		
43	C	DARREN HELM	det	42	498	0.1	0.1	0.2	-0.5	0.1	-0.0		16	-0.7	-0.7	0.0	-0.0	-0.0	-0.7		24	1.8	-0.6	0.4	0.1	0.2	0.1		91	-6.4	2.4	0.1	0.2	-0.5	2.2		
44	R	TODD BERTUZZI	det	59	665	-2.4	-2.4	-0.0	0.1	-0.5	-2.7		10	-0.1	-0.1	-0.1	-0.2	0.0	-0.3		158	17.1	1.9	-0.7	0.1	-0.4	0.9		0	0.0	0.0	0.0	-0.0	-0.0	0.0		
47	D	ALEXEY MARCHENKO	det	1	10	0.2	0.2	-0.0	-0.0	0.0	0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	-0.0	0.1	0.0	0.0	-0.0	0.1		
48	D	RYAN SPROUL	det	1	14	0.3	0.3	-0.0	-0.1	-0.0	0.1		0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0		3	0.2	-0.1	0.0	0.0	0.1	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
52	D	JONATHAN ERICSSON	det	48	803	0.8	0.8	0.1	0.2	-0.4	0.7		41	0.4	0.4	0.1	0.1	-0.3	0.3		19	1.1	-0.8	0.4	-0.1	0.2	-0.4		136	-14.5	-1.4	0.2	0.3	-0.3	-1.3		
53	D	ADAM ALMQUIST	det	2	27	0.0	0.0	-0.0	-0.0	0.0	0.1		3	-0.0	-0.0	0.0	-0.1	0.0	-0.1		1	0.4	0.2	0.1	0.0	0.0	0.4		0	-0.2	-0.1	0.0	-0.0	-0.0	-0.1		
55	D	NIKLAS KRONWALL	det	79	1310	-1.7	-1.7	0.7	1.1	-0.8	-0.7		65	1.9	1.9	0.0	-0.3	-0.3	1.3		239	26.4	3.4	-1.0	-1.0	-0.5	0.9		226	-22.0	-0.2	0.2	0.5	-0.1	0.4		
56	L	TEEMU PULKKINEN	det	3	15	0.0	0.0	-0.0	-0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		5	0.7	0.1	0.1	0.1	0.1	0.3		0	0.0	0.0	0.0	0.0	0.0	0.0		
57	R	MITCH CALLAHAN	det	1	9	-0.2	-0.2	0.1	0.0	-0.0	-0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
61	D	XAVIER OUELLET	det	4	51	0.2	0.2	-0.1	-0.1	0.0	0.1		2	-0.3	-0.3	0.0	0.0	-0.0	-0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		4	-0.3	0.1	-0.0	0.0	-0.1	0.1		
65	D	DANNY DEKEYSER	det	65	1069	0.9	0.9	0.3	0.5	0.0	1.7		56	1.3	1.3	0.2	-0.2	-0.2	1.1		93	7.3	-1.7	-0.1	-0.5	0.5	-1.8		129	-14.0	-1.5	-0.1	0.7	-0.5	-1.4		
71	R	DANIEL CLEARY	det	52	556	-7.9	-7.9	0.0	-0.8	0.7	-7.9		4	0.6	0.6	-0.0	0.1	-0.1	0.6		72	7.2	0.2	0.3	0.0	0.2	0.7		73	-6.4	0.7	-0.3	0.0	-0.4	0.0		
90	C	STEPHEN WEISS	det	26	313	-3.4	-3.4	-0.4	-0.3	0.3	-3.8		10	0.8	0.8	0.0	0.0	-0.1	0.8		35	3.1	-0.3	0.2	-0.0	0.1	-0.0		17	-0.6	1.1	-0.1	-0.1	-0.2	0.7		
93	C	JOHAN FRANZEN	det	54	713	0.6	0.6	-0.1	-0.0	-0.4	-0.0		34	1.8	1.8	-0.0	-0.1	-0.1	1.5		136	15.1	1.9	-0.3	-1.1	-0.0	0.4		15	-1.1	0.3	0.0	0.0	-0.1	0.2		
2	D	JEFF PETRY	edm	80	1330	-5.8	-5.8	0.2	1.6	6.8	2.8		54	0.1	0.1	0.1	-0.0	-0.4	-0.3		66	2.9	-3.4	0.4	-0.1	0.6	-2.4		225	-22.4	-0.7	0.4	1.3	0.4	1.4		
4	L	TAYLOR HALL	edm	75	1144	-3.0	-3.0	-2.4	2.8	5.6	2.9		56	0.1	0.1	0.2	0.1	-0.4	-0.0		219	19.5	-1.6	-0.2	-0.4	2.3	0.1		24	-3.2	-0.8	-0.3	0.0	0.1	-0.9		
5	D	LADISLAV SMID	edm	17	252	-1.2	-1.2	0.3	-0.2	1.2	0.0		5	0.3	0.3	0.0	-0.1	-0.1	0.2		0	0.0	-0.0	0.0	-0.0	-0.0	0.0		39	-4.2	-0.5	0.2	0.3	0.2	0.2		
5	D	MARK FRASER	edm	23	312	-2.5	-2.5	0.2	0.2	1.7	-0.4		2	0.0	-0.0	0.0	-0.0	0.0	0.0		1	-0.0	-0.1	0.0	-0.0	0.0	-0.1		42	-5.8	-1.7	-0.0	0.2	0.1	-1.4		
6	L	JESSE JOENSUU	edm	42	367	-4.5	-4.5	0.7	-0.3	2.3	-1.8		0	0.0	0.0	0.0	0.0	-0.0	-0.0		18	2.7	0.9	0.1	-0.1	0.2	1.1		2	-0.1	0.1	-0.0	-0.1	0.0	0.0		
12	L	ROMAN HORAK	edm	2	21	-1.6	-1.6	-0.1	-0.0	0.1	-1.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	0.1	-0.1	0.0	0.0	0.0	-0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
13	R	MIKE BROWN	edm	8	50	-1.2	-1.2	-0.1	-0.2	0.5	-0.9		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.0	-0.0	-0.0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
13	R	STEVEN PINIZZOTTO	edm	6	56	-1.1	-1.1	0.4	-0.2	0.3	-0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	-0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
14	C	JORDAN EBERLE	edm	80	1173	-4.1	-4.1	-2.2	1.9	5.8	1.3		54	1.2	1.2	-0.1	0.3	-0.4	1.1		225	19.8	-1.8	-0.0	-0.3	2.4	0.2		54	-5.1	0.1	-0.3	0.1	0.3	0.3		
15	D	NICK SCHULTZ	edm	60	848	-6.9	-6.9	0.4	0.1	4.6	-1.7		11	-0.0	-0.0	-0.1	-0.0	-0.1	-0.2		2	-0.0	-0.3	0.2	-0.0	0.0	-0.1		139	-14.3	-0.8	0.2	0.2	0.8	0.4		
19	D	JUSTIN SCHULTZ	edm	74	1285	-15.8	-15.8	-0.3	1.0	7.1	-8.0		77	0.1	0.1	0.0	0.2	-0.6	-0.2		229	18.8	-3.3	-0.5	-0.2	2.1	-1.8		67	-7.6	-1.0	-0.3	0.1	0.5	-0.7		
20	L	LUKE GAZDIC	edm	67	392	-8.5	-8.5	-0.4	-1.0	2.7	-7.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	0.8	0.5	0.1	-0.1	0.0	0.5		0	-0.1	-0.0	0.0	-0.0	-0.0	-0.0		
21	D	ANDREW FERENCE	edm	71	1219	-18.3	-18.3	-0.4	1.2	6.5	-10.9		46	0.1	0.1	0.2	-0.1	-0.3	-0.1		23	1.8	-0.4	0.5	-0.1	0.3	0.2		192	-21.2	-2.7	0.6	0.5	0.8	-0.8		
23	L	LINUS OMARK	edm	1	9	0.0	0.0	-0.0	-0.0	0.0	0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
23	C	MATT HENDRICKS	edm	33	361	-3.4	-3.4	2.5	0.0	1.9	1.0		1	0.0	-0.0	0.0	-0.0	-0.0	-0.0		9	0.8	-0.1	0.1	0.0	0.1	0.1		97	-9.1	0.3	0.5	0.5	-0.1	1.2		
26	R	MARK ARCOBELLO	edm	41	502	-3.9	-3.9	-0.4	-0.2	2.6	-2.0		7	0.6	0.6	0.0	-0.1	-0.1	0.5		43	4.1	-0.1	0.4	-0.0	0.6	0.9		62	-7.3	-1.3	0.3	0.1	0.2	-0.6		
27	C	BOYD GORDON	edm	74	827	-8.2	-8.2	6.6	0.2	4.5	3.1		5	0.0	0.0	0.2	0.0	-0.0	0.2		39	4.6	0.8	-0.4	0.1	0.2	0.8		204	-18.7	0.9	1.6	0.9	0.5	3.9		
28	L	RYAN JONES	edm	52	447	-4.0	-4.0	1.0	-0.6	2.9	-0.7		0	0.0	0.0	0.0	-0.0	-0.0	-0.0		25	1.0	-1.4	0.2	-0.2	0.3	-1.1		42	-6.1	-2.0	-0.2	0.3	0.2	-1.7		
36	D	PHILIP LARSEN	edm	30	417	-1.6	-1.6	-0.4	0.6	2.1	0.8		23	0.7	0.7	-0.0	-0.1	-0.1	0.5		67	5.2	-1.3	0.0	-0.3	0.8	-0.8		3	-0.1	0.2	-0.1	-0.1	0.0	0.1		
37	D	DENIS GREBESHKOV	edm	7	86	-0.7	-0.7	-0.2	-0.3	0.5	-0.7		4	0.2	0.2	0.0	0.0	-0.0	0.2		6	0.2	-0.4	0.1	-0.2	0.1	-0.4		0	0.0	0.0	-0.0	-0.0	0.0	-0.0		
41	R	WILL ACTON	edm	30	185	-2.4	-2.4	-0.1	-0.6	1.5	-1.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.1	0.0	-0.0	-0.0	-0.1		55	-6.9	-1.6	0.1	0.4	0.1	-1.0		
44	D	COREY POTTER	edm	16	181	-0.0	-0.0	0.1	-0.2	0.9	0.8		2	0.2	0.2	-0.0	-0.0	-0.0	0.1		12	1.6	0.4	0.0	-0.0	0.1	0.5		21	-1.8	0.4	-0.2	-0.1	0.2	0.2		
48	L	RYAN HAMILTON	edm	2	16	-0.1	-0.1	0.1	-0.0	0.1	0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	0.3	0.1	0.0	0.0	0.0	0.2		2	-0.2	0.1	-0.0	-0.0	0.0	-0.0		
51	C	ANTON LANDER	edm	27	280	-4.3	-4.3	0.3	-0.3	1.7	-2.6		2	-0.3	-0.3	0.0	0.0	-0.0	-0.2		28	2.2	-0.5	0.1	-0.3	0.4	-0.4		51	-5.2	-0.2	-0.1	0.3	0.3	0.2		
55	L	BEN EAGER	edm	7	51	0.3	0.3	-0.0	-0.3	0.5	0.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
57	L	DAVID PERRON	edm	78	1162	-8.3	-8.3	-1.2	1.6	6.0	-1.9		35	-0.0	-0.0	-0.1	0.1	-0.2	-0.2		205	17.7	-2.0	-0.3	-0.6	2.0	-1.0		30	-2.9	-0.0	-0.3	-0.2	0.2	-0.3		
59	D	BRAD HUNT	edm	3	36	-0.9	-0.9	0.1	0.1	0.2	-0.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	0.1	-0.1	0.0	0.0	0.0	-0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
64	R	NAIL YAKUPOV	edm	63	749	-5.8	-5.8	-2.4	0.9	3.8	-3.5		10	-0.2	-0.2	-0.0	-0.1	-0.1	-0.4		128	10.3	-2.1	-0.0	-0.5	1.6	-1.0		0	0.0	0.0	-0.0	-0.0	-0.0	0.0		
68	C	TYLER PITLICK	edm	11	88	-2.6	-2.6	0.4	-0.3	0.5	-2.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.5	0.5	0.0	-0.3	0.0	0.2		0	0.0	0.1	0.0	-0.0	0.0	0.1		
77	D	ANTON BELOV	edm	57	806	1.0	1.0	-0.5	-0.2	4.4	4.6		33	0.5	0.5	0.1	0.1	-0.2	0.5		68	6.7	0.2	0.1	-0.1	0.8	1.0		25	-3.4	-0.9	-0.2	-0.0	0.1	-1.0		
81	D	TAYLOR FEDUN	edm	4	40	-0.3	-0.3	0.0	0.1	0.2	-0.0		1	0.0	-0.0	-0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		4	-0.7	-0.3	-0.0	-0.1	0.0	-0.3		
83	R	ALES HEMSKY	edm	55	696	0.1	0.1	-0.1	0.5	3.5	4.0		22	0.1	0.1	0.0	-0.1	-0.2	-0.1		117	9.9	-1.4	0.1	-0.4	1.7	-0.1		9	-1.9	-0.9	-0.0	0.1	0.1	-0.8		
84	D	OSCAR KLEFBOM	edm	17	245	-1.6	-1.6	0.3	0.2	1.5	0.4		10	-0.2	-0.2	0.0	0.1	-0.1	-0.2		2	0.5	0.3	-0.0	-0.0	0.0	0.2		9	-0.8	0.1	-0.2	0.1	0.1	0.1		
85	D	MARTIN MARINCIN	edm	44	683	-3.7	-3.7	-0.2	0.9	3.2	0.2		25	0.1	0.1	-0.0	0.1	-0.1	0.1		22	2.2	-0.0	0.1	0.1	0.3	0.4		98	-9.2	0.2	0.1	0.6	-0.0	0.9		
89	C	SAM GAGNER	edm	67	955	-8.2	-8.2	-1.9	1.3	4.9	-3.8		40	-0.1	-0.1	0.1	0.1	-0.3	-0.2		159	11.5	-3.8	-0.7	-0.4	1.9	-3.1		28	-2.3	0.4	-0.1	0.0	0.2	0.6		
93	C	RYAN NUGENT-HOPKINS	edm	80	1188	-2.9	-2.9	-2.3	2.3	5.8	2.9		60	0.5	0.5	-0.0	0.0	-0.5	0.0		218	20.7	-0.3	0.1	-0.3	2.5	2.0		89	-11.8	-3.1	-0.5	0.3	0.5	-2.8		
94	L	RYAN SMYTH	edm	72	785	-4.8	-4.8	1.2	0.2	4.4	1.0		0	0.2	0.2	-0.0	-0.0	-0.0	0.1		167	12.6	-3.5	-0.1	-0.5	2.1	-2.0		113	-10.9	0.1	0.0	0.3	0.3	0.7		
4	D	DYLAN OLSEN	fla	44	600	0.3	0.3	-0.3	-0.4	1.2	0.8		8	0.1	0.1	-0.0	-0.1	0.1	0.1		6	0.7	0.1	0.1	-0.0	0.1	0.3		61	-7.4	-1.5	-0.0	0.0	1.0	-0.4		
6	D	RYAN WHITNEY	fla	7	97	-0.2	-0.2	0.1	-0.3	0.1	-0.2		0	0.1	0.1	0.0	-0.0	0.0	0.1		14	-0.1	-1.4	0.2	-0.0	0.3	-0.9		2	-0.2	0.1	-0.0	-0.0	0.0	0.1		
7	D	DMITRY KULIKOV	fla	81	1356	-1.5	-1.5	0.5	-0.4	0.5	-0.8		47	-1.3	-1.3	-0.1	0.3	0.8	-0.4		178	12.1	-5.1	0.5	-1.1	3.5	-2.2		143	-17.8	-4.0	0.4	0.7	1.8	-1.2		
10	R	JOEY CRABB	fla	9	108	-1.2	-1.2	0.3	0.2	0.3	-0.5		1	0.0	0.0	0.0	0.0	0.0	0.1		2	0.1	-0.1	0.0	-0.1	0.0	-0.0		16	-2.7	-1.1	0.1	0.2	0.2	-0.7		
11	C	JONATHAN HUBERDEAU	fla	69	905	1.9	1.9	-0.1	-0.3	0.7	2.2		29	-1.2	-1.2	-0.2	-0.0	0.5	-0.8		130	8.5	-4.1	0.0	-0.3	2.7	-1.6		1	-0.3	-0.1	0.0	0.0	0.1	-0.1		
12	R	JIMMY HAYES	fla	53	515	-6.1	-6.1	0.6	-0.7	1.5	-4.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		65	5.0	-1.3	-0.2	-0.2	1.0	-0.7		0	0.0	0.0	0.0	-0.0	0.0	0.0		
